Temp,Type
1.5882921,VAE
-0.5362716,VAE
-0.6822013,VAE
-1.001727,VAE
-0.95980316,VAE
0.5089001,VAE
-1.0822756,VAE
-2.745526,VAE
0.4474884,VAE
0.17446288,VAE
0.11220759,VAE
-0.47099236,VAE
-1.2660158,VAE
-0.5390404,VAE
0.020890865,VAE
0.3495554,VAE
-0.53952205,VAE
0.30691424,VAE
0.43595177,VAE
0.59559107,VAE
0.4386355,VAE
1.7916639,VAE
0.03919765,VAE
-0.9928469,VAE
-1.0076586,VAE
0.673609,VAE
-1.1233598,VAE
0.4197767,VAE
0.11954917,VAE
0.6525272,VAE
0.12981673,VAE
2.003507,VAE
-0.10823153,VAE
-0.53690654,VAE
-0.5369832,VAE
-0.5779673,VAE
-0.5660705,VAE
0.5067019,VAE
-0.99263686,VAE
0.7728084,VAE
-1.4563943,VAE
0.36275157,VAE
-0.5575898,VAE
-1.5281171,VAE
-1.5089856,VAE
0.9893875,VAE
0.8478945,VAE
0.8238198,VAE
0.007371012,VAE
-2.4399984,VAE
-1.7460141,VAE
0.106018916,VAE
-0.98975044,VAE
-2.6903532,VAE
-1.0861764,VAE
-1.0010011,VAE
0.13646665,VAE
0.3886191,VAE
-1.0259583,VAE
-1.0099305,VAE
0.99193,VAE
-0.11518079,VAE
-0.5354505,VAE
-0.16579624,VAE
-0.52638733,VAE
0.6063461,VAE
-0.5394636,VAE
0.7007608,VAE
-1.0081166,VAE
-0.97295076,VAE
0.39970133,VAE
0.18233368,VAE
-0.08693765,VAE
1.1316644,VAE
0.26769155,VAE
0.8034696,VAE
-0.54010814,VAE
2.0481398,VAE
-0.25208384,VAE
-0.6181697,VAE
-1.021398,VAE
1.1833695,VAE
1.6720477,VAE
0.6480736,VAE
1.4527861,VAE
0.9236309,VAE
0.45797178,VAE
-0.99950355,VAE
0.98040414,VAE
0.5087965,VAE
-0.5377359,VAE
-0.53391045,VAE
0.9261164,VAE
2.0573218,VAE
0.11426814,VAE
-0.7744501,VAE
-1.0107476,VAE
0.4370026,VAE
-0.9896708,VAE
0.78104275,VAE
0.09079082,VAE
0.04779673,VAE
0.56186515,VAE
-0.0051231943,VAE
0.97380775,VAE
-0.5417413,VAE
-0.24418807,VAE
0.5241088,VAE
0.8312658,VAE
-0.5485362,VAE
-0.2554883,VAE
0.20586823,VAE
0.71896344,VAE
1.356792,VAE
-1.1110972,VAE
1.4124211,VAE
-0.97681695,VAE
-0.5354456,VAE
-0.4501057,VAE
-0.18496764,VAE
-0.972812,VAE
1.2362963,VAE
0.11851974,VAE
0.8297753,VAE
0.23104459,VAE
-0.99509805,VAE
-0.54018724,VAE
1.1390734,Hybrid
1.958008,Hybrid
-0.560418,Hybrid
1.4500511,Hybrid
-0.82310677,Hybrid
1.0127139,Hybrid
-0.034811232,Hybrid
-1.3741918,Hybrid
-1.6313225,Hybrid
1.0090384,Hybrid
1.3697821,Hybrid
-0.048838105,Hybrid
-2.2190542,Hybrid
-0.7846164,Hybrid
-0.5370646,Hybrid
-0.96520126,Hybrid
-0.6416342,Hybrid
0.27861464,Hybrid
1.9356543,Hybrid
0.22470775,Hybrid
0.5102685,Hybrid
0.07705152,Hybrid
1.5901362,Hybrid
-0.39674568,Hybrid
-1.1368501,Hybrid
-1.2368009,Hybrid
1.6887289,Hybrid
-1.2303152,Hybrid
-0.15736462,Hybrid
-0.96771145,Hybrid
1.690813,Hybrid
1.2690783,Hybrid
-0.022520285,Hybrid
-0.051477652,Hybrid
-0.5426138,Hybrid
-0.5523505,Hybrid
-2.0706797,Hybrid
-1.1983119,Hybrid
0.7557652,Hybrid
-1.3407393,Hybrid
2.9215055,Hybrid
-0.19073357,Hybrid
0.977638,Hybrid
0.8886961,Hybrid
-1.1587155,Hybrid
-2.3492174,Hybrid
0.2150272,Hybrid
0.6660307,Hybrid
1.8580635,Hybrid
-1.2130421,Hybrid
-0.69176257,Hybrid
-1.0284295,Hybrid
2.5486214,Hybrid
-0.9991739,Hybrid
-2.4074006,Hybrid
-1.4178891,Hybrid
-2.2472286,Hybrid
0.6084492,Hybrid
-0.043214183,Hybrid
-1.6181538,Hybrid
-0.67043173,Hybrid
0.8047937,Hybrid
-1.6851237,Hybrid
-0.5488266,Hybrid
-0.7063147,Hybrid
-0.5469197,Hybrid
-0.46408293,Hybrid
-0.53299737,Hybrid
0.7899337,Hybrid
-1.0415592,Hybrid
-0.04854129,Hybrid
0.29416242,Hybrid
0.54868555,Hybrid
0.7122766,Hybrid
1.1747962,Hybrid
1.4867691,Hybrid
0.7330832,Hybrid
-0.5409272,Hybrid
1.9661622,Hybrid
-0.002856072,Hybrid
-1.1166179,Hybrid
-1.0911125,Hybrid
2.3511875,Hybrid
0.8386979,Hybrid
0.23418495,Hybrid
2.3681479,Hybrid
0.512707,Hybrid
1.4961345,Hybrid
-0.07010436,Hybrid
1.7669891,Hybrid
0.21106176,Hybrid
-0.54265845,Hybrid
-0.5556828,Hybrid
2.1072075,Hybrid
3.2121868,Hybrid
0.74487174,Hybrid
0.076891705,Hybrid
-2.1020865,Hybrid
-0.93988687,Hybrid
-1.0616752,Hybrid
2.6406965,Hybrid
-0.6793723,Hybrid
2.6212196,Hybrid
0.82721174,Hybrid
-2.4963737,Hybrid
1.3462496,Hybrid
-0.5520911,Hybrid
-0.18126078,Hybrid
1.683888,Hybrid
1.1191719,Hybrid
-0.54212356,Hybrid
-0.6836339,Hybrid
-1.0726858,Hybrid
-0.38557503,Hybrid
0.96100724,Hybrid
-0.5532876,Hybrid
1.0377856,Hybrid
-1.0671282,Hybrid
-0.07351953,Hybrid
-1.1513503,Hybrid
0.43727908,Hybrid
-2.2175722,Hybrid
0.31905583,Hybrid
-0.2902291,Hybrid
2.0137486,Hybrid
-0.17799847,Hybrid
0.04984923,Hybrid
-0.55446744,Hybrid
-1.0108874,Real Data
1.4224734,Real Data
0.29938385,Real Data
1.2352918,Real Data
-2.4709039,Real Data
-0.54293334,Real Data
0.58015627,Real Data
0.20579305,Real Data
-1.0108874,Real Data
0.86092865,Real Data
-2.3211586,Real Data
-1.0108874,Real Data
0.11220226,Real Data
-0.54293334,Real Data
-0.54293334,Real Data
0.11220226,Real Data
0.48656544,Real Data
0.20579305,Real Data
-1.0108874,Real Data
0.48656544,Real Data
0.48656544,Real Data
0.11220226,Real Data
0.11220226,Real Data
-0.35575175,Real Data
-1.0108874,Real Data
-2.3211586,Real Data
0.67374706,Real Data
0.58015627,Real Data
0.11220226,Real Data
-0.54293334,Real Data
-1.0108874,Real Data
0.86092865,Real Data
2.639154,Real Data
1.0481102,Real Data
0.67374706,Real Data
0.86092865,Real Data
-1.0108874,Real Data
0.48656544,Real Data
-0.54293334,Real Data
1.2352918,Real Data
1.7968366,Real Data
-0.07497935,Real Data
-2.4709039,Real Data
0.11220226,Real Data
0.48656544,Real Data
-0.07497935,Real Data
-1.0108874,Real Data
-0.58036965,Real Data
0.86092865,Real Data
-0.07497935,Real Data
0.11220226,Real Data
-1.0108874,Real Data
-0.54293334,Real Data
0.86092865,Real Data
0.018611453,Real Data
0.86092865,Real Data
-0.54293334,Real Data
0.29938385,Real Data
0.86092865,Real Data
-1.198069,Real Data
-0.58036965,Real Data
0.67374706,Real Data
-2.4709039,Real Data
-0.16857015,Real Data
-1.0108874,Real Data
-1.3852506,Real Data
-0.54293334,Real Data
1.3288827,Real Data
-0.73011494,Real Data
0.72054243,Real Data
-1.198069,Real Data
-1.0108874,Real Data
-1.0108874,Real Data
0.11220226,Real Data
0.86092865,Real Data
-1.0108874,Real Data
-2.4709039,Real Data
1.2352918,Real Data
0.48656544,Real Data
1.609655,Real Data
1.0481102,Real Data
-1.3852506,Real Data
-0.07497935,Real Data
-2.8827033,Real Data
-0.07497935,Real Data
1.2352918,Real Data
-0.9172965,Real Data
0.11220226,Real Data
-1.9467953,Real Data
-1.0108874,Real Data
-0.54293334,Real Data
1.4224734,Real Data
0.86092865,Real Data
-1.0108874,Real Data
0.48656544,Real Data
-1.0108874,Real Data
0.11220226,Real Data
-0.54293334,Real Data
0.48656544,Real Data
-1.0108874,Real Data
1.2352918,Real Data
0.86092865,Real Data
-1.198069,Real Data
0.018611453,Real Data
0.018611453,Real Data
-0.96409196,Real Data
-1.0108874,Real Data
0.11220226,Real Data
0.67374706,Real Data
1.7968366,Real Data
0.86092865,Real Data
-0.07497935,Real Data
-1.5724322,Real Data
0.11220226,Real Data
0.48656544,Real Data
-1.1044781,Real Data
0.67374706,Real Data
0.76733786,Real Data
-0.87050116,Real Data
-1.7596138,Real Data
-1.3852506,Real Data
0.86092865,Real Data
0.29938385,Real Data
0.48656544,Real Data
-0.35575175,Real Data
0.86092865,Real Data
0.48656544,Real Data
-2.4709039,Real Data
0.4595377,GAN
0.029638588,GAN
-0.19527003,GAN
0.3691318,GAN
-1.3788753,GAN
-0.8217166,GAN
-1.1938705,GAN
0.2339187,GAN
-0.90497583,GAN
1.4203129,GAN
0.9872208,GAN
0.38162416,GAN
-0.6745393,GAN
0.9427855,GAN
0.2628802,GAN
0.36300153,GAN
2.2189963,GAN
1.9224575,GAN
0.7881187,GAN
-2.154984,GAN
-2.2408018,GAN
-2.1861076,GAN
0.6435328,GAN
-2.27756,GAN
-0.38620627,GAN
-2.1804464,GAN
-0.44437176,GAN
1.3220446,GAN
-0.9480067,GAN
-0.12958854,GAN
-0.6961946,GAN
0.27111012,GAN
1.0131865,GAN
1.2110844,GAN
-1.0400076,GAN
-0.8813078,GAN
0.25765574,GAN
-1.0582914,GAN
0.7812861,GAN
-0.46552062,GAN
-0.37473843,GAN
-1.013596,GAN
-0.34553352,GAN
1.2345235,GAN
-1.0406647,GAN
0.6056285,GAN
1.1667492,GAN
-2.207019,GAN
0.79008585,GAN
1.1684093,GAN
-0.9900971,GAN
0.5078667,GAN
-1.8385067,GAN
0.6764681,GAN
0.3145021,GAN
-1.0941904,GAN
-0.5387842,GAN
0.3458333,GAN
1.2432499,GAN
0.21205637,GAN
0.006592542,GAN
-0.64931124,GAN
0.773892,GAN
0.0085041225,GAN
0.6448104,GAN
0.17262839,GAN
-0.03429185,GAN
1.0179555,GAN
-2.236158,GAN
0.58721673,GAN
0.40502462,GAN
-1.0172162,GAN
3.2434385,GAN
1.1902668,GAN
1.6074278,GAN
-0.64126325,GAN
0.7576624,GAN
-0.8366769,GAN
-0.41048294,GAN
-0.7085269,GAN
-1.9482949,GAN
0.5113744,GAN
-2.260264,GAN
0.68501294,GAN
-0.9743565,GAN
-1.8949192,GAN
-0.61789495,GAN
-0.4167509,GAN
-0.5754439,GAN
-0.95974284,GAN
-0.8034822,GAN
0.06644341,GAN
1.6847048,GAN
-0.100323915,GAN
0.9978572,GAN
0.070854515,GAN
0.20702237,GAN
0.40316305,GAN
0.17282149,GAN
0.68915576,GAN
-0.14902094,GAN
-1.0296578,GAN
0.2945658,GAN
0.19577885,GAN
-0.7289806,GAN
-2.113928,GAN
-0.71320456,GAN
-0.2647297,GAN
1.8748991,GAN
-0.16687411,GAN
-0.69437385,GAN
1.4207101,GAN
-1.0395472,GAN
-0.01923412,GAN
-0.31571606,GAN
0.2027008,GAN
0.19583866,GAN
3.7841265,GAN
0.6246107,GAN
-1.1143739,GAN
-0.92829627,GAN
0.9896628,GAN
-0.91988784,GAN
1.194495,GAN
-0.7832885,GAN
-0.23234034,GAN
0.278465,GAN
-0.08157782,GAN
-0.24550626,VAE
0.6670734,VAE
-0.433719,VAE
1.4997665,VAE
-0.7576397,VAE
-0.54508305,VAE
0.25916526,VAE
-0.89853245,VAE
1.3499905,VAE
-0.032801013,VAE
-1.2316738,VAE
-0.99525625,VAE
0.1186682,VAE
-0.5633554,VAE
-0.18484809,VAE
0.41441405,VAE
-0.5642622,VAE
1.4120641,VAE
-1.016029,VAE
-0.018325474,VAE
0.1922919,VAE
-0.6348895,VAE
-0.21673176,VAE
-1.5193106,VAE
-0.5299743,VAE
-2.3580532,VAE
0.33762744,VAE
0.24824563,VAE
0.12681381,VAE
1.5233365,VAE
-2.430779,VAE
0.24824092,VAE
2.2756364,VAE
0.85279304,VAE
0.7945506,VAE
0.816642,VAE
-0.08172348,VAE
0.42724636,VAE
-0.5342683,VAE
-0.9789105,VAE
1.5991082,VAE
0.66628295,VAE
-2.4317417,VAE
0.11497722,VAE
0.49021414,VAE
0.1258664,VAE
-0.9973821,VAE
-1.0021589,VAE
0.56893414,VAE
1.7533523,VAE
0.3179465,VAE
0.5973068,VAE
-0.008994479,VAE
0.5957613,VAE
0.032070804,VAE
0.24322991,VAE
-0.5239038,VAE
-1.4950761,VAE
0.57042694,VAE
-0.23024479,VAE
-1.0013343,VAE
1.6263884,VAE
-2.4098942,VAE
-0.21232763,VAE
0.11485405,VAE
-2.4133961,VAE
-0.54218143,VAE
1.7225479,VAE
-0.79947317,VAE
0.6968031,VAE
-0.29493907,VAE
-1.0933372,VAE
0.2714507,VAE
0.0979317,VAE
0.6620409,VAE
-0.9791891,VAE
-2.4342673,VAE
1.6297678,VAE
-0.16150312,VAE
0.8641849,VAE
1.1035589,VAE
-2.4459815,VAE
0.15767844,VAE
-2.433739,VAE
-1.2913724,VAE
0.1656172,VAE
-1.0396696,VAE
0.11376186,VAE
0.11940423,VAE
-0.6747854,VAE
-0.53724366,VAE
0.34722486,VAE
-0.71852845,VAE
0.4000412,VAE
-1.2927068,VAE
-0.2953077,VAE
-0.77691394,VAE
-0.53877026,VAE
0.74967587,VAE
-0.9804998,VAE
-0.56125206,VAE
0.4596017,VAE
-0.9494429,VAE
0.037560817,VAE
0.73106897,VAE
1.0657767,VAE
0.16693139,VAE
0.11614862,VAE
0.45961988,VAE
0.06545369,VAE
0.5088641,VAE
-1.0455459,VAE
-0.79232013,VAE
0.9715981,VAE
-0.5241477,VAE
-1.0127624,VAE
1.0698766,VAE
1.5199753,VAE
-1.0074556,VAE
0.1291725,VAE
-0.7804064,VAE
0.31546548,VAE
0.24421307,VAE
0.6929079,VAE
-0.05154906,VAE
0.84464717,VAE
0.39280492,VAE
-0.9496253,VAE
-0.038586717,Hybrid
3.0202277,Hybrid
-0.54917634,Hybrid
2.5709672,Hybrid
-1.6528696,Hybrid
-0.55722946,Hybrid
0.21235095,Hybrid
-1.9015354,Hybrid
1.2960052,Hybrid
0.8485463,Hybrid
-1.0553662,Hybrid
-2.1369872,Hybrid
-0.45129818,Hybrid
-0.5580914,Hybrid
-1.0209956,Hybrid
-0.43008277,Hybrid
1.6186551,Hybrid
0.6364095,Hybrid
-1.1350396,Hybrid
0.6315257,Hybrid
1.21272,Hybrid
0.33677992,Hybrid
0.16414757,Hybrid
-1.6273484,Hybrid
-1.0090157,Hybrid
-2.4325836,Hybrid
2.813108,Hybrid
1.1549115,Hybrid
0.2098179,Hybrid
1.2752621,Hybrid
-1.353373,Hybrid
-0.25365,Hybrid
0.77373993,Hybrid
-0.30506575,Hybrid
2.3671527,Hybrid
1.7433438,Hybrid
-0.40184447,Hybrid
1.4865239,Hybrid
-0.54604363,Hybrid
1.0102581,Hybrid
2.4012675,Hybrid
0.60281295,Hybrid
-1.0738058,Hybrid
0.37387654,Hybrid
0.16464078,Hybrid
-0.30426797,Hybrid
-0.23140718,Hybrid
-0.43398553,Hybrid
1.8088489,Hybrid
-0.6625656,Hybrid
0.68178177,Hybrid
-0.57481307,Hybrid
-0.44683853,Hybrid
0.25097218,Hybrid
-0.5530452,Hybrid
-0.09307322,Hybrid
-0.53045,Hybrid
-2.4184904,Hybrid
1.2158372,Hybrid
-0.48724636,Hybrid
-1.6213634,Hybrid
1.3118973,Hybrid
-2.1838973,Hybrid
-0.4658942,Hybrid
-0.98766506,Hybrid
-2.1222174,Hybrid
-0.55371094,Hybrid
-1.4991262,Hybrid
-1.452612,Hybrid
0.19696127,Hybrid
-0.36366835,Hybrid
-0.8323831,Hybrid
-2.1326146,Hybrid
0.29136553,Hybrid
0.0067603253,Hybrid
-1.8263954,Hybrid
-2.5460315,Hybrid
2.01681,Hybrid
-0.8542116,Hybrid
1.8720481,Hybrid
2.8841345,Hybrid
-2.5315385,Hybrid
0.96822727,Hybrid
-2.4271972,Hybrid
-1.3808607,Hybrid
0.22332722,Hybrid
-0.32488433,Hybrid
-0.0151390545,Hybrid
-0.38875508,Hybrid
-1.2305391,Hybrid
-0.5402051,Hybrid
1.8211002,Hybrid
0.44143376,Hybrid
-0.5586441,Hybrid
1.8997469,Hybrid
0.07347889,Hybrid
-0.022157047,Hybrid
-0.55741155,Hybrid
0.43252206,Hybrid
-1.0553619,Hybrid
0.23981453,Hybrid
1.191005,Hybrid
-1.2331395,Hybrid
0.095394745,Hybrid
0.5584698,Hybrid
0.0037618987,Hybrid
-0.9704542,Hybrid
-0.36180758,Hybrid
0.96441925,Hybrid
1.5636376,Hybrid
1.4457756,Hybrid
-1.9746017,Hybrid
-2.4673855,Hybrid
-1.5766852,Hybrid
-0.4238039,Hybrid
-1.1267273,Hybrid
-0.06445402,Hybrid
1.140114,Hybrid
-1.0532608,Hybrid
1.4392152,Hybrid
-0.7749537,Hybrid
-0.13992928,Hybrid
0.09840603,Hybrid
-0.8079011,Hybrid
-0.30207494,Hybrid
0.5983332,Hybrid
0.2576749,Hybrid
-0.90394914,Hybrid
0.78605604,Real Data
0.29938385,Real Data
1.7968366,Real Data
-0.07497935,Real Data
1.609655,Real Data
-0.54293334,Real Data
-0.07497935,Real Data
0.48656544,Real Data
0.11220226,Real Data
-0.54293334,Real Data
-0.54293334,Real Data
0.48656544,Real Data
0.86092865,Real Data
-0.54293334,Real Data
-0.63652414,Real Data
0.86092865,Real Data
-0.54293334,Real Data
-1.0108874,Real Data
0.29938385,Real Data
1.7968366,Real Data
-0.54293334,Real Data
-2.4709039,Real Data
-1.0108874,Real Data
0.29938385,Real Data
1.0481102,Real Data
0.20579305,Real Data
-0.54293334,Real Data
-0.26216096,Real Data
0.39297464,Real Data
1.2352918,Real Data
0.29938385,Real Data
0.86092865,Real Data
1.2352918,Real Data
0.29938385,Real Data
0.86092865,Real Data
-0.59908783,Real Data
-0.54293334,Real Data
-0.59908783,Real Data
-0.07497935,Real Data
-2.4709039,Real Data
-0.54293334,Real Data
0.86092865,Real Data
-1.0108874,Real Data
0.29938385,Real Data
-1.3852506,Real Data
-0.54293334,Real Data
-1.0108874,Real Data
-0.54293334,Real Data
-1.0108874,Real Data
-0.8985784,Real Data
-0.73011494,Real Data
-1.0108874,Real Data
-0.9172965,Real Data
0.67374706,Real Data
-0.54293334,Real Data
0.018611453,Real Data
-1.198069,Real Data
-0.63652414,Real Data
-1.0108874,Real Data
-0.26216096,Real Data
1.2352918,Real Data
1.7968366,Real Data
0.48656544,Real Data
-1.0108874,Real Data
1.9840182,Real Data
-0.54293334,Real Data
-2.4709039,Real Data
0.86092865,Real Data
-1.0108874,Real Data
-1.0108874,Real Data
-1.2916597,Real Data
0.48656544,Real Data
-2.4709039,Real Data
0.29938385,Real Data
-2.4709039,Real Data
-1.0108874,Real Data
0.48656544,Real Data
-1.0108874,Real Data
0.20579305,Real Data
0.20579305,Real Data
0.58015627,Real Data
0.29938385,Real Data
0.11220226,Real Data
-1.7596138,Real Data
0.48656544,Real Data
0.86092865,Real Data
-1.1606326,Real Data
-2.4147494,Real Data
-2.3211586,Real Data
-0.54293334,Real Data
0.39297464,Real Data
-0.73011494,Real Data
0.76733786,Real Data
-1.0108874,Real Data
0.86092865,Real Data
1.4224734,Real Data
-0.54293334,Real Data
0.48656544,Real Data
-1.0108874,Real Data
-0.58036965,Real Data
0.48656544,Real Data
-0.26216096,Real Data
1.0481102,Real Data
0.48656544,Real Data
0.018611453,Real Data
-1.6660229,Real Data
-0.58036965,Real Data
0.48656544,Real Data
-0.54293334,Real Data
0.11220226,Real Data
-0.54293334,Real Data
-0.54293334,Real Data
-1.0108874,Real Data
0.48656544,Real Data
-0.54293334,Real Data
1.4224734,Real Data
-0.07497935,Real Data
-1.0108874,Real Data
0.48656544,Real Data
0.86092865,Real Data
0.67374706,Real Data
1.0481102,Real Data
-1.0108874,Real Data
-1.0108874,Real Data
-0.54293334,Real Data
0.86092865,Real Data
0.95451945,Real Data
0.29938385,Real Data
0.8168158,GAN
-0.750466,GAN
0.626378,GAN
0.20039158,GAN
0.1341598,GAN
0.56667066,GAN
-1.0288985,GAN
0.569981,GAN
-0.89484566,GAN
-2.3136885,GAN
0.5065328,GAN
0.744144,GAN
-0.54937243,GAN
-0.99608034,GAN
0.392425,GAN
-0.93067414,GAN
0.5902058,GAN
-2.2811685,GAN
1.1502128,GAN
0.28375104,GAN
0.35792047,GAN
-0.8271758,GAN
0.608533,GAN
-2.3156383,GAN
-0.033522934,GAN
-0.5971227,GAN
-0.7840197,GAN
-2.2476254,GAN
0.8075265,GAN
1.2103918,GAN
-0.78467876,GAN
-0.049793318,GAN
-1.0716496,GAN
-0.5564132,GAN
0.28483707,GAN
0.49758363,GAN
-0.7107475,GAN
0.37934953,GAN
-1.0706556,GAN
-0.8161825,GAN
-0.9073722,GAN
0.89521337,GAN
0.77795887,GAN
-0.3096799,GAN
-0.3242099,GAN
2.5413544,GAN
-1.0835593,GAN
-2.277278,GAN
0.32790753,GAN
0.18567209,GAN
2.6379716,GAN
-2.23079,GAN
1.6892781,GAN
0.36213022,GAN
-1.988646,GAN
-0.47868234,GAN
-0.94163054,GAN
-0.37852973,GAN
1.8189557,GAN
0.49738103,GAN
-0.9143012,GAN
-2.2967496,GAN
0.1996906,GAN
1.7034853,GAN
0.8207282,GAN
0.36378187,GAN
-1.1126666,GAN
1.1620443,GAN
0.42048004,GAN
-0.9254156,GAN
0.538666,GAN
1.3654912,GAN
-0.5792839,GAN
-0.856987,GAN
0.79404515,GAN
-0.5141887,GAN
-0.3425022,GAN
1.2585523,GAN
0.2995643,GAN
-2.2955594,GAN
-1.1442657,GAN
0.8431334,GAN
-0.96189123,GAN
0.6110714,GAN
-0.5680836,GAN
-0.528139,GAN
-2.2127085,GAN
-0.75552016,GAN
1.4170666,GAN
-0.8063145,GAN
0.44024724,GAN
-1.1224854,GAN
-0.37750715,GAN
1.1515365,GAN
0.71091306,GAN
0.62562895,GAN
-0.36827236,GAN
0.7320476,GAN
0.027610317,GAN
